,Sensor Description,Sensor Number,Duration,Plot,Data Collection,Data Available,ID,Station,Elev (feet),Latitude,Longitude,County,River Basin,Sensor,PE Code,Description,Units
1135,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,10/01/2014 to present,CVM,CHERRY VALLEY MET STATION,4770,37.97466,-119.916,TUOLUMNE,TUOLUMNE R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1136,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,01/01/1989 to present,CHS,CHESTER,4525,40.283,-121.233,PLUMAS,FEATHER R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1137,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,01/01/2001 to present,CHG,CHICAGO,210,38.652,-121.254,SACRAMENTO,AMERICAN R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1138,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,12/11/1995 to present,CHM,CHILKOOT MEADOW,7150,37.41,-119.49,MADERA,SAN JOAQUIN R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1139,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,01/06/2004 to present,CKC,CITY CREEK RANGER STATION,2610,34.186,-117.181,SAN BERNARDINO,SANTA ANA R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1140,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,01/31/1989 to present,CLR,CLEAR CREEK,3300,40.639,-122.667,SHASTA,SACTO VLY NE,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1141,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,01/14/2000 to present,CFF,COFFEE CREEK RANGER STATION,2503,41.0894,-122.7086,TRINITY,TRINITY R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1142,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,01/31/1989 to present,CFR,COFFEE RIDGE,3040,41.083,-122.717,TRINITY,TRINITY R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1143,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),MANUAL ENTRY,01/01/1989 to 05/31/2020,CLF,COLFAX,2400,39.122,-120.951,PLACER,AMERICAN R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1144,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,11/14/2005 to present,CGT,COLGATE PH,600,39.3308,-121.19,YUBA,YUBA R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1145,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,10/01/2002 to present,EGN,COSUMNES RIVER AT EAGLES NEST ROAD,100,38.485,-121.26,SACRAMENTO,COSUMNES R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1146,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,01/31/1989 to present,CTN,COTTONWOOD CREEK NEAR BEEGUM,3400,40.317,-122.881,TEHAMA,COTTONWOOD CR,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1147,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,01/03/1987 to 04/06/2018,CWD,COTTONWOOD LAKES,10150,36.483826,-118.177551,INYO,OWENS R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1148,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,09/21/2015 to present,CYW,COUNTY LINE RAWS NR WILBUR SPRINGS,2085,39.0189,-122.4119,COLUSA,CACHE CR,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1149,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,01/01/1987 to present,CLO,COVELO,1487,39.826111,-123.083191,MENDOCINO,EEL R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1150,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,01/31/1989 to present,CCE,COW CREEK (USBR),2840,40.603,-121.853,SHASTA,SACTO VLY NE,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1151,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),DATA XCHG-USACE SAC,01/09/1989 to present,COY,COYOTE (LAKE MENDOCINO),720,39.197,-123.186,MENDOCINO,RUSSIAN R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1152,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,01/03/1987 to present,CBT,CRABTREE MEADOW,10700,36.563683,-118.347946,TULARE,KERN R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1153,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,07/01/1996 to present,CRR,CRANE VALLEY RESERVOIR (PG&E),3400,37.291,-119.526,MADERA,SAN JOAQUIN R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1154,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,05/01/2014 to present,CSC,CRYSTAL SPRINGS COTTAGE,343,37.496,-122.329,SAN MATEO,SAN MATEO CREEK,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1155,"PRECIPITATION, INCREMENTAL, INCHES",45,(hourly),(PPT INC),SATELLITE,09/25/2017 to present,DAN,DANA MEADOWS,9800,37.897,-119.257,TUOLUMNE,TUOLUMNE R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1156,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,10/01/2008 to present,DVB,DANVILLE LIBRARY,364,37.8208,-121.9956,CONTRA COSTA,SF BAY,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1157,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,10/01/2001 to present,DVR,DAVIS RANCH,550,40.35,-122.45,TEHAMA,COTTONWOOD CR,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1158,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,01/06/2004 to present,DYC,DAY CANYON,2240,34.168,-117.537,SAN BERNARDINO,LYTLE CR,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1159,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,01/31/1986 to present,DES,DE SABLA (DWR),2710,39.872,-121.61,BUTTE,BUTTE CR,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1160,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),MANUAL ENTRY,10/01/1989 to 09/30/2018,DSB,DE SABLA (PG&E),2710,39.867,-121.617,BUTTE,BUTTE CR,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1161,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,08/20/1987 to present,DDM,DEADMAN CREEK,9250,38.331596,-119.654114,TUOLUMNE,STANISLAUS R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1162,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),DATA XCHG-NWS,08/17/2012 to present,DTV,DEATH VALLEY,-194,36.467,-116.867,INYO,AMARGOSA R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1163,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,08/12/1998 to present,DRC,DEER CK FOREBAY (PG&E),4455,39.3,-120.825,NEVADA,YUBA R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1164,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,01/06/2004 to present,DEC,DEER CREEK DAM,2320,34.169,-117.502,SAN BERNARDINO,LYTLE CR,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1165,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,10/01/2021 to present,DVL,DEL VALLE,1278,34.431,-118.666,LOS ANGELES,SANTA CLARA R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1166,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,10/01/2003 to present,DSC,DESCANSO,3480,32.857,-116.622,SAN DIEGO,SAN DIEGO R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1167,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,10/01/2003 to present,DEV,DEVORE,2070,34.221111,-117.404442,SAN BERNARDINO,LYTLE CR,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1168,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,11/10/2015 to present,DLP,DIAMOND LN PRECIP NR GLENCOE,2140,38.34315,-120.61837,CALAVERAS,MOKELUMNE R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1169,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,01/31/1989 to present,DDW,DIDDY WELLS,1300,40.7,-122.1,SHASTA,SACTO VLY NE,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1170,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,09/13/2013 to present,DKY,DINKEY,5668,37.06639,-119.03944,FRESNO,KINGS R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1171,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),DATA XCHG-USACE SAC,03/06/1989 to present,DNP,DON PEDRO RESERVOIR,830,37.702,-120.421,TUOLUMNE,TUOLUMNE R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1172,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,12/01/1988 to 01/18/2012,DNN,DONNER LAKE (DWR),5945,39.333,-120.25,NEVADA,TRUCKEE R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1173,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,10/01/2005 to present,DNV,DOWNIEVILLE,2920,39.5586,-120.8292,SIERRA,YUBA R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1174,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),MANUAL ENTRY,01/01/1989 to present,DWV,DOWNIEVILLE,2915,39.5667,-120.8333,SIERRA,YUBA R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1175,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),SATELLITE,10/01/2009 to present,DOY,DOYLE CROSSING,5670,40.1192,-120.483,PLUMAS,FEATHER R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1176,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,01/08/1999 to present,DPH,DRUM POWER HOUSE,3400,39.264,-120.767,PLACER,BEAR R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1177,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,10/01/2001 to present,DCC,DRY CREEK NEAR COULTERVILLE,728,37.654,-120.312,MARIPOSA,MERCED R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1178,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,10/01/2008 to present,DBF,DUBLIN-SAN RAMON FIRE HOUSE,355,37.732,-121.927,CONTRA COSTA,EAST BAY,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1179,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,10/01/2005 to present,DUC,DUDLEY RANCH BELOW COULTERVILLE,3654,37.741,-120.133,MARIPOSA,MERCED R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1180,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,08/14/2013 to present,DDL,DUDLEYS (MCDIARMID FIRE STATION),3000,37.72091,-120.09614,MARIPOSA,MERCED R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1181,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),MANUAL ENTRY,01/01/1989 to present,DNM,DUNSMUIR TREATMENT PLANT,2170,41.2,-122.267,SISKIYOU,SACRAMENTO R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1182,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),DATA XCHG-USACE SAC,01/05/1989 to present,EGL,EAGLE CREEK,6700,35.983,-118.641,TULARE,TULE R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1183,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,01/01/2001 to present,EPK,EAST PARK RESERVOIR,1205,39.367,-122.517,COLUSA,STONY CR,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1184,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,01/02/1987 to present,MRD,EEL RIVER SF NR MIRANDA (AT SYLVANDALE),218,40.181808,-123.776146,HUMBOLDT,EEL R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1185,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,10/01/2013 to present,EPW,EL PORTAL,2073,37.675333,-119.787917,MARIPOSA,MERCED R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1186,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,12/01/1996 to present,ELG,ELK GROVE FISH HATCHERY,45,38.421,-121.374,SACRAMENTO,COSUMNES R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1187,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,01/01/1987 to present,ELK,ELK VALLEY,1705,41.988,-123.718,DEL NORTE,SMITH R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1188,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,10/01/2002 to present,ERY,ELLERY LAKE,9645,37.934967,-119.232201,MONO,MONO LAKE,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1189,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),DATA XCHG-USACE SAC,02/15/1989 to present,ENG,ENGLEBRIGHT (USACE),551,39.239,-121.267,NEVADA,YUBA R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1190,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),DATA XCHG-NWS,05/15/1991 to present,ERK,EUREKA WOODLEY ISLAND,20,40.8,-124.167,HUMBOLDT,EEL R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1191,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,10/01/2001 to present,FCH,FANCHER CREEK,920,36.8839,-119.4658,FRESNO,KINGS R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1192,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),DATA XCHG-USACE SAC,08/07/1988 to present,FRM,FARMINGTON (SPILL ELEV 156.5 FT),180,37.915,-120.935,SAN JOAQUIN,LITTLEJOHN CR,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1193,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,10/01/2001 to present,FEN,FENCE MEADOW,5048,36.961,-119.175,FRESNO,KINGS R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1194,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,12/01/1996 to present,FDL,FIDDLETOWN,2160,38.533,-120.7,AMADOR,COSUMNES R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1195,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,10/01/2016 to present,FCD,FLOOD CONTROL HQ - CONTRA COSTA CO,160,37.988,-122.085,CONTRA COSTA,SAN JOAQUIN R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1196,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),MANUAL ENTRY,10/01/2001 to present,FLR,FLORENCE LAKE (SCE),7325,37.267,-118.967,FRESNO,SAN JOAQUIN R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1197,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),DATA XCHG-USACE SAC,02/06/1989 to present,FLW,FLOWER MOUNTAIN,1480,37.92,-120.6803,TUOLUMNE,STANISLAUS R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1198,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,01/31/1989 to present,FLD,FOLSOM DAM - FOLSOM POINT (DYKE 8),350,38.693054,-121.129723,SACRAMENTO,AMERICAN R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1199,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),DATA XCHG-USBR,10/01/1997 to present,FOL,FOLSOM LAKE,466,38.683,-121.183,SACRAMENTO,AMERICAN R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1200,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,01/20/1999 to present,FBS,FORBESTOWN,2840,39.517,-121.2661,BUTTE,FEATHER R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1201,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),MANUAL ENTRY,01/01/1989 to 02/28/2019,FRH,FORESTHILL R S,3015,39.017,-120.85,PLACER,AMERICAN R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1202,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,01/31/1989 to present,FRN,FORNI RIDGE,7600,38.805,-120.213,EL DORADO,AMERICAN R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1203,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,01/01/1987 to present,FOR,FOUR TREES,5150,39.812365,-121.322541,PLUMAS,FEATHER R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1204,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,01/01/1987 to present,FRD,FRENCHMAN DAM,5517,39.883,-120.183,PLUMAS,FEATHER R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1205,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),DATA XCHG-NWS,12/24/1988 to present,FRO,FRESNO WB AIRPORT,328,36.767,-119.717,FRESNO,TULARE LAKE,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1206,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,12/23/1988 to present,FRT,FRIANT DAM,578,36.995,-119.692,FRESNO,SAN JOAQUIN R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1207,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),DATA XCHG-USBR,10/01/1997 to present,MIL,FRIANT DAM (MILLERTON),581,37.001,-119.705,FRESNO,SAN JOAQUIN R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1208,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,01/01/1987 to present,GAS,GASQUET RANGER STATION,384,41.85,-123.967,DEL NORTE,SMITH R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1209,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,09/04/1988 to present,GTW,GEORGETOWN (USBR),3250,38.925,-120.789,EL DORADO,AMERICAN R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1210,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),MANUAL ENTRY,01/01/1989 to 02/24/2020,GRG,GEORGETOWN RS (USFS),3001,38.933,-120.8,EL DORADO,AMERICAN R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1211,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,05/24/1988 to present,GNL,GIANELLI MEADOW,8400,38.204308,-119.893188,TUOLUMNE,STANISLAUS R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1212,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,01/05/1989 to present,GNF,GIANT FOREST (USACE),6650,36.562,-118.765,TULARE,KAWEAH R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1213,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,12/03/2005 to present,GIB,GIBSON,1633,41.0225,-122.3992,SHASTA,SACRAMENTO R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1214,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,01/03/1987 to present,GIN,GIN FLAT,7050,37.767,-119.773,MARIPOSA,MERCED R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1215,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,01/31/1989 to present,GRD,GIRARD,4800,41.133,-122.283,SHASTA,SACRAMENTO R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1216,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,01/06/2004 to present,GLH,GLEN HELEN REGIONAL PARK,2040,34.209,-117.405,SAN BERNARDINO,LYTLE CR,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1217,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),MANUAL ENTRY,01/01/1989 to present,GLV,GLENVILLE FS,3140,35.717,-118.7,KERN,KERN R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1218,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,01/31/1989 to present,GTM,GOAT MOUNTAIN,4520,37.27,-119.543,MADERA,SAN JOAQUIN R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1219,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,01/01/1987 to present,GOL,GOLD LAKE,6750,39.674783,-120.617179,SIERRA,FEATHER R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1220,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),MANUAL ENTRY,01/01/1989 to present,GRO,GRANT GROVE,6600,36.733,-118.967,TULARE,KINGS R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1221,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,10/01/2020 to present,GVY,GRASS VALLEY,2400,39.205278,-121.068333,NEVADA,YUBA R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1222,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,01/31/1989 to present,GRV,GRAVEYARD MEADOW,6900,37.465,-119.29,MADERA,SAN JOAQUIN R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1223,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,01/31/1989 to present,GKS,GREEK STORE,5600,39.075,-120.558,PLACER,AMERICAN R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1224,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,01/31/1989 to present,GRM,GREEN MOUNTAIN,7900,37.555,-119.238,MADERA,SAN JOAQUIN R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1225,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,01/01/2015 to present,GRN,GREEN SPRINGS,1020,37.833,-120.5,TUOLUMNE,TUOLUMNE R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1226,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,10/01/2008 to present,GRE,GREENVILLE,3560,40.1394,-120.9412,PLUMAS,FEATHER R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1227,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,01/01/1987 to present,GRZ,GRIZZLY RIDGE,6900,39.917,-120.645,PLUMAS,FEATHER R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1228,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),DATA XCHG-DWR O&M,07/17/2008 to 01/25/2013,HBP,HARVEY O BANKS PUMPING P (KA000331),4,37.801944,-121.620278,CONTRA COSTA,DELTA,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1229,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,10/01/2005 to present,HTG,HASTINGS,1824,36.388,-121.551,MONTEREY,CARMEL R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1230,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,07/02/1996 to present,HTC,HAT CREEK #1 PH (PG&E),3015,40.933,-121.55,LASSEN,PIT R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
1231,"PRECIPITATION, INCREMENTAL, INCHES",45,(daily),(PPT INC),COMPUTED,04/06/2007 to present,HKY,HAWKEYE,2000,38.727,-122.84,SONOMA,RUSSIAN R,PPT INC,PPIZZZZ,"PRECIPITATION, INCREMENTAL",INCHES
